"","spScName"
"5727","Anomalurus pusillus"
"5728","Archachatina knorri"
"5729","Atya africana"
"5730","Atya scabra"
"5731","Baphia spathacea"
"5732","Bathytyphlops marionae"
"5733","Beilschmiedia caudata"
"5734","Bellamya liberiana"
"5735","Bembrops cadenati"
"5736","Biancaea decapetala"
"5737","Calamus calamus"
"5738","Callopanchax monroviae"
"5739","Callopanchax occidentalis"
"5740","Caridina evae"
"5741","Cassipourea firestoneana"
"5742","Cavacoa baldwinii"
"5743","Ceriagrion tricrenaticeps"
"5744","Chauliodus minimus"
"5745","Chiasmodon braueri"
"5746","Cola liberica"
"5747","Colomys goslingi"
"5748","Coptodon coffea"
"5749","Crudia liberica"
"5750","Cynometra leonensis"
"5751","Dalbergia hepperi"
"5752","Diaphus brachycephalus"
"5753","Diplacodes deminuta"
"5754","Diplodus sargus ssp. sargus"
"5755","Englerodendron libassum"
"5756","Enteromius boboi"
"5757","Enteromius carcharhinoides"
"5758","Enteromius liberiensis"
"5759","Enteromius melanotaenia"
"5760","Enteromius trispiloides"
"5761","Epiplatys coccinatus"
"5762","Epiplatys fasciolatus ssp. tototaensis"
"5763","Epiplatys fasciolatus ssp. zimiensis"
"5764","Epiplatys njalaensis"
"5765","Epiplatys olbrechtsi ssp. azureus"
"5766","Epiplatys olbrechtsi ssp. puetzi"
"5767","Epiplatys roloffi"
"5768","Epiplatys ruhkopfi"
"5769","Equisetum ramosissimum"
"5770","Eremospatha laurentii"
"5771","Eriocaulon adamesii"
"5772","Eugenia dinklagei"
"5773","Eustomias fissibarbis"
"5774","Fegimanra acuminatissima"
"5775","Fimbristylis complanata"
"5776","Gaertnera liberiensis"
"5777","Gilbertiodendron obliquum"
"5778","Guibourtia dinklagei"
"5779","Gynacantha pupillata"
"5780","Heliaeschna cynthiae"
"5781","Kyllinga brevifolia"
"5782","Labeo curriei"
"5783","Ledermanniella aloides"
"5784","Leptopelis bequaerti"
"5785","Leptostomias gladiator"
"5786","Lestinogomphus obtusus"
"5787","Letheobia leucosticta"
"5788","Liberonautes grandbassa"
"5789","Liberonautes lugbe"
"5790","Liberonautes nanoides"
"5791","Marsilea distorta"
"5792","Melamphaes manifestus"
"5793","Memecylon ramosum"
"5794","Mesocnemis tisi"
"5795","Microdesmis puberula"
"5796","Micromacromia camerunica"
"5797","Monopterus boueti"
"5798","Mormyrus goheeni"
"5799","Myotis tricolor"
"5800","Napoleonaea sapoensis"
"5801","Neodythemis campioni"
"5802","Orthetrum sagitta"
"5803","Pagellus acarne"
"5804","Paragomphus lemperti"
"5805","Paramphilius firestonei"
"5806","Peperomia laeteviridis"
"5807","Phrynobatrachus brongersmai"
"5808","Phrynobatrachus hieroglyphicus"
"5809","Phrynobatrachus ogoensis"
"5810","Phyllomacromia occidentalis"
"5811","Pipistrellus hesperidus"
"5812","Potadoma buttikoferi"
"5813","Pseudagrion cyathiforme"
"5814","Pseudagrion isidromorai"
"5815","Psychotria djumaensis"
"5816","Sarothrura rufa"
"5817","Scriptaphyosemion brueningi"
"5818","Scriptaphyosemion liberiense"
"5819","Scriptaphyosemion roloffi"
"5820","Scriptaphyosemion schmitti"
"5821","Stercorarius longicaudus"
"5822","Strombosiopsis nana"
"5823","Tetraberlinia tubmaniana"
"5824","Tragogomphus grogonfla"
"5825","Trichoscypha blydeniae"
"5826","Trichoscypha liberica"
"5827","Trichoscypha linderi"
"5828","Urothemis venata"
"5829","Xylopia dinklagei"
"5830","Acacia ehrenbergiana"
"5831","Acanthodactylus boskianus"
"5832","Acanthodactylus longipes"
"5833","Acanthodactylus scutellatus"
"5834","Acanthodactylus senegalensis"
"5835","Acomys airensis"
"5836","Acridocarpus monodii"
"5837","Adiantum capillus-veneris"
"5838","Aeschynomene pfundii"
"5839","Agama boueti"
"5840","Agama boulengeri"
"5841","Agama cristata"
"5842","Agama tassiliensis"
"5843","Alaemon alaudipes"
"5844","Ammomanes cinctura"
"5845","Ammotragus lervia"
"5846","Anser fabalis"
"5847","Aquila chrysaetos"
"5848","Aquila nipalensis"
"5849","Aquila verreauxii"
"5850","Argya fulva"
"5851","Athene noctua"
"5852","Bolboschoenus glaucus"
"5853","Bolboschoenus maritimus"
"5854","Bubo ascalaphus"
"5855","Bucanetes githagineus"
"5856","Bulinus umbilicatus"
"5857","Burhinus oedicnemus"
"5858","Calendulauda rufa"
"5859","Calidris falcinellus"
"5860","Calophyllum africanum"
"5861","Caprimulgus aegyptius"
"5862","Caprimulgus eximius"
"5863","Cenchrus ciliaris"
"5864","Cenchrus prieurii"
"5865","Cerastes cerastes"
"5866","Cerastes vipera"
"5867","Chalcides delislei"
"5868","Chalcides ocellatus"
"5869","Chamaeleo africanus"
"5870","Charadrius asiaticus"
"5871","Cisticola troglodytes"
"5872","Citharidium ansorgii"
"5873","Clanga clanga"
"5874","Conus tulipa"
"5875","Corvus rhipidurus"
"5876","Crocidura fulvastra"
"5877","Crocidura lusitania"
"5878","Crocidura pasha"
"5879","Crocidura somalica"
"5880","Crocidura voi"
"5881","Curruca deserti"
"5882","Curruca deserticola"
"5883","Curruca ruppeli"
"5884","Cyperus demangei"
"5885","Cyperus hamulosus"
"5886","Dendropicos elachus"
"5887","Dichondra micrantha"
"5888","Echis jogeri"
"5889","Elatine fauquei"
"5890","Eleocharis decoriglumis"
"5891","Emberiza sahari"
"5892","Ephedra alata"
"5893","Eptesicus floweri"
"5894","Eremalauda dunni"
"5895","Falco cherrug"
"5896","Falco concolor"
"5897","Felis margarita"
"5898","Felovia vae"
"5899","Fimbristylis dipsacea"
"5900","Garra ornata"
"5901","Gazella dorcas"
"5902","Gerbilliscus validus"
"5903","Gerbillus amoenus"
"5904","Gerbillus campestris"
"5905","Gerbillus gerbillus"
"5906","Gerbillus nancillus"
"5907","Gerbillus nanus"
"5908","Gerbillus pyramidum"
"5909","Gerbillus rupicola"
"5910","Gerbillus tarabuli"
"5911","Geronticus eremita"
"5912","Gilletiodendron glandulosum"
"5913","Glossostigma diandrum"
"5914","Gobiocichla wonderi"
"5915","Gymnoris pyrgita"
"5916","Gyps fulvus"
"5917","Hygrophila chevalieri"
"5918","Indigofera oblongifolia"
"5919","Indigofera sessiliflora"
"5920","Isolepis fluitans"
"5921","Juncus rigidus"
"5922","Lagonosticta virata"
"5923","Lanius excubitoroides"
"5924","Lanius minor"
"5925","Lanius nubicus"
"5926","Leptochloa panicea"
"5927","Limosella africana"
"5928","Lipocarpha chinensis"
"5929","Luffa echinata"
"5930","Lycaon pictus North Africa subpopulation"
"5931","Maerua de-waillyi"
"5932","Marcusenius deboensis"
"5933","Marcusenius senegalensis ssp. pfaffi"
"5934","Mareca strepera"
"5935","Marsilea gibba"
"5936","Marsilea nubica"
"5937","Massoutiera mzabi"
"5938","Meriones crassus"
"5939","Mesalina guttulata"
"5940","Mesalina pasteuri"
"5941","Mesalina rubropunctata"
"5942","Micropanchax ehrichi"
"5943","Mormyrops oudoti"
"5944","Mutela joubini"
"5945","Myriopholis algeriensis"
"5946","Myriopholis rouxestevae"
"5947","Nanger dama"
"5948","Nymphoides humilis"
"5949","Oenanthe deserti"
"5950","Oenanthe leucopyga"
"5951","Oldenlandia sclerophylla"
"5952","Pachyuromys duprasi"
"5953","Palpopleura jucunda"
"5954","Paraechinus aethiopicus"
"5955","Passer simplex"
"5956","Petrocephalus ansorgii"
"5957","Pettancylus chudeaui"
"5958","Philochortus zolii"
"5959","Phoenicurus ochruros"
"5960","Pila wernei"
"5961","Prinia fluviatilis"
"5962","Psammophis schokari"
"5963","Pternistis clappertoni"
"5964","Pterocles coronatus"
"5965","Pterocles lichtensteinii"
"5966","Pterocles senegallus"
"5967","Ranalisma humile"
"5968","Rhagerhis moilensis"
"5969","Rotala fontinalis"
"5970","Rotala gossweileri"
"5971","Schoenoplectiella supina"
"5972","Scincopus fasciatus"
"5973","Scincus albifasciatus"
"5974","Scincus scincus"
"5975","Sclerophrys chudeaui"
"5976","Senecio perrottetii"
"5977","Senna alexandrina"
"5978","Solanum forskalii"
"5979","Spalerosophis diadema"
"5980","Stenodactylus petrii"
"5981","Stenodactylus sthenodactylus"
"5982","Synodontis courteti"
"5983","Synodontis resupinatus"
"5984","Synodontis vermiculatus"
"5985","Tarentola hoggarensis"
"5986","Taterillus tranieri"
"5987","Tomopterna cryptotis"
"5988","Tomopterna milletihorsini"
"5989","Tropiocolotes tripolitanus"
"5990","Turdus philomelos"
"5991","Uromastyx acanthinura"
"5992","Uromastyx dispar"
"5993","Uromastyx geyri"
"5994","Varanus griseus"
"5995","Vulpes rueppellii"
"5996","Vulpes zerda"
"5997","Wolffiella hyalina"
"5998","Acanthocybium solandri"
"5999","Acanthodactylus aureus"
"6000","Acanthodactylus dumerilii"
"6001","Acanthodactylus taghitensis"
"6002","Acomys cahirinus"
"6003","Addax nasomaculatus"
"6004","Alauda arvensis"
"6005","Alaudala rufescens"
"6006","Alca torda"
"6007","Alectoris barbara"
"6008","Alepocephalus agassizii"
"6009","Alepocephalus bairdii"
"6010","Allocyttus verrucosus"
"6011","Anguilla anguilla"
"6012","Anotopterus pharao"
"6013","Anser albifrons"
"6014","Anthus pratensis"
"6015","Apagesoma delosommatus"
"6016","Aphanopus intermedius"
"6017","Apus unicolor"
"6018","Aquila adalberti"
"6019","Aquila fasciata"
"6020","Astronesthes neopogon"
"6021","Atherina presbyter"
"6022","Aulopus filamentosus"
"6023","Aulostomus chinensis"
"6024","Balaenoptera borealis"
"6025","Balaenoptera musculus"
"6026","Balaenoptera omurai"
"6027","Bartramia longicauda"
"6028","Bathophilus longipinnis"
"6029","Bathophilus metallicus"
"6030","Bathophilus pawneei"
"6031","Bathophilus vaillanti"
"6032","Bathylagichthys greyae"
"6033","Bathyplotes natans"
"6034","Benthothuria funebris"
"6035","Blepharopsis mendica"
"6036","Calidris pusilla"
"6037","Callanthias ruber"
"6038","Callionymus lyra"
"6039","Callionymus maculatus"
"6040","Callistoctopus macropus"
"6041","Calonectris edwardsii"
"6042","Capparis decidua"
"6043","Capros aper"
"6044","Carcharhinus brachyurus"
"6045","Catharacta maccormicki"
"6046","Centracanthus cirrus"
"6047","Centrophorus squamosus"
"6048","Centroselachus crepidater"
"6049","Cepola macrophthalma"
"6050","Ceratoscopelus maderensis"
"6051","Chalcides boulengeri"
"6052","Chalcides sphenopsiformis"
"6053","Chauliodus danae"
"6054","Cheilopogon exsiliens"
"6055","Cheilopogon heterurus"
"6056","Chelidonichthys cuculus"
"6057","Chelidonichthys obscurus"
"6058","Chelon auratus"
"6059","Chelon ramada"
"6060","Chimaera monstrosa"
"6061","Chirostomias pliopterus"
"6062","Chiroteuthis veranyi"
"6063","Chlamydoselachus anguineus"
"6064","Chlamydotis undulata"
"6065","Chlopsis bicolor"
"6066","Coccorella atlantica"
"6067","Coelorinchus labiatus"
"6068","Columba palumbus"
"6069","Conger conger"
"6070","Conus capitaneus"
"6071","Conus guanche"
"6072","Coptodon rendalli"
"6073","Coris julis"
"6074","Corvus monedula"
"6075","Coryphaenoides armatus"
"6076","Coryphaenoides guentheri"
"6077","Coryphaenoides leptolepis"
"6078","Cranchia scabra"
"6079","Crocidura tarfayensis"
"6080","Curruca melanocephala"
"6081","Cymodocea nodosa"
"6082","Dalophis obtusirostris"
"6083","Deania profundorum"
"6084","Diaphus rafinesquii"
"6085","Diaphus subtilis"
"6086","Diaphus termophilus"
"6087","Dicentrarchus punctatus"
"6088","Diplodus bellottii"
"6089","Diplodus sargus"
"6090","Diplodus vulgaris"
"6091","Dolichopteryx rostrata"
"6092","Elapsoidea trapei"
"6093","Emberiza calandra"
"6094","Enchelycore anatina"
"6095","Enchelyopus cimbrius"
"6096","Ephedra foliata"
"6097","Erithacus rubecula"
"6098","Etmopterus princeps"
"6099","Eunicella verrucosa"
"6100","Eustomias achirus"
"6101","Eustomias bimargaritatus"
"6102","Eustomias enbarbatus"
"6103","Gadomus longifilis"
"6104","Galeorhinus galeus"
"6105","Globicephala melas"
"6106","Glossanodon leioglossus"
"6107","Gobius niger"
"6108","Grammatostomias dentatus"
"6109","Grus grus"
"6110","Gunnellichthys curiosus"
"6111","Haliotis tuberculata"
"6112","Halosauropsis macrochir"
"6113","Halosaurus johnsonianus"
"6114","Hemorrhois algirus"
"6115","Herpetoichthys regius"
"6116","Holothuria arguinensis"
"6117","Holtbyrnia anomala"
"6118","Hydrolagus affinis"
"6119","Hydrolagus pallidus"
"6120","Hygophum benoiti"
"6121","Hymenogadus gracilis"
"6122","Ipnops agassizii"
"6123","Ischnura saharensis"
"6124","Juncus effusus"
"6125","Labrus mixtus"
"6126","Lampadena pontifex"
"6127","Lampadena speculigera"
"6128","Lampanyctus crocodilus"
"6129","Lampanyctus gemmifer"
"6130","Lampanyctus intricarius"
"6131","Lampanyctus pusillus"
"6132","Larus dominicanus"
"6133","Larus marinus"
"6134","Lepadogaster purpurea"
"6135","Lepidopus caudatus"
"6136","Leptochilichthys agassizii"
"6137","Leptostomias haplocaulus"
"6138","Lesueurigobius friesii"
"6139","Lesueurigobius sanzi"
"6140","Linaria cannabina"
"6141","Lophius piscatorius"
"6142","Luciobrotula corethromycter"
"6143","Lytorhynchus diadema"
"6144","Malacoctenus africanus"
"6145","Malacoraja spinacidermis"
"6146","Melanitta nigra"
"6147","Melanostigma atlanticum"
"6148","Melanostomias spilorhynchus"
"6149","Melanostomias tentaculatus"
"6150","Meriones libycus"
"6151","Merluccius merluccius"
"6152","Mesalina olivieri"
"6153","Mesoplodon densirostris"
"6154","Microlipophrys bauchotae"
"6155","Milvus milvus"
"6156","Monachus monachus"
"6157","Monotaxis grandoculis"
"6158","Montagnea radiosa"
"6159","Myctophum selenops"
"6160","Nannobrachium atrum"
"6161","Nannobrachium cuprarium"
"6162","Neomerinthe folgori"
"6163","Neoscopelus macrolepidotus"
"6164","Nomeus gronovii"
"6165","Notacanthus chemnitzii"
"6166","Notoscopelus bolini"
"6167","Notoscopelus kroyeri"
"6168","Oenanthe leucura"
"6169","Oenanthe lugens"
"6170","Oenanthe moesta"
"6171","Oenanthe seebohmi"
"6172","Orthetrum ransonnetii"
"6173","Pachycara bulbiceps"
"6174","Palinurus mauritanicus"
"6175","Parastichopus regalis"
"6176","Paroriza pallens"
"6177","Paspalum distichum"
"6178","Phalaropus lobatus"
"6179","Phocoena phocoena"
"6180","Photonectes braueri"
"6181","Phycis phycis"
"6182","Pipistrellus rueppellii"
"6183","Platyberyx opalescens"
"6184","Polypogon monspeliensis"
"6185","Porogadus nudus"
"6186","Poromitra capito"
"6187","Potamogeton pusillus"
"6188","Potamogeton trichoides"
"6189","Pristurus adrarensis"
"6190","Psammomys obesus"
"6191","Ptyonoprogne obsoleta"
"6192","Raja clavata"
"6193","Ramphocoris clotbey"
"6194","Rhynchorhina mauritaniensis"
"6195","Rinoctes nasutus"
"6196","Rivetina baetica"
"6197","Rivetina baetica ssp. tenuidentata"
"6198","Rossia macrosoma"
"6199","Salicornia perennis"
"6200","Scartella cristata"
"6201","Sciaena umbra"
"6202","Scorpaena loppei"
"6203","Scotocerca inquieta"
"6204","Scyllarides latus"
"6205","Scymnodon ringens"
"6206","Searsia tripartita"
"6207","Sepia officinalis"
"6208","Sepietta oweniana"
"6209","Sepiola rondeleti"
"6210","Serranus atricauda"
"6211","Serranus scriba"
"6212","Sideroxylon spinosum"
"6213","Solea solea"
"6214","Sorghum virgatum"
"6215","Spaniblennius riodourensis"
"6216","Sparisoma cretense"
"6217","Sparus aurata"
"6218","Sphodromantis viridis ssp. vischeri"
"6219","Spicara smaris"
"6220","Spirula spirula"
"6221","Sporobolus tourneuxii"
"6222","Squalus acanthias Northeast Atlantic subpopulation"
"6223","Sternoptyx pseudodiaphana"
"6224","Stuckenia pectinata"
"6225","Symbolophorus veranyi"
"6226","Symphodus bailloni"
"6227","Synaphobranchus kaupii"
"6228","Taaningichthys minimus"
"6229","Tamarix amplexicaulis"
"6230","Tarentola chazaliae"
"6231","Taterillus arenarius"
"6232","Tecoma stans"
"6233","Thunnus thynnus"
"6234","Trachinus draco"
"6235","Trachurus mediterraneus"
"6236","Trachurus picturatus"
"6237","Trapelus boehmei"
"6238","Tropiocolotes algericus"
"6239","Turdus torquatus"
"6240","Typha elephantina"
"6241","Uranoscopus scaber"
"6242","Urochloa panicoides"
"6243","Utricularia australis"
"6244","Venefica proboscidea"
"6245","Xerotyphlops etheridgei"
"6246","Zapornia pusilla"
"6247","Zostera noltii"
"6248","Accipiter brevipes"
"6249","Alestes bouboni"
"6250","Batis orientalis"
"6251","Cardiospermum microcarpum"
"6252","Clarias albopunctatus"
"6253","Colotis protomedia"
"6254","Eleocharis caduca"
"6255","Eryx colubrinus"
"6256","Genetta maculata"
"6257","Gerbilliscus robustus"
"6258","Hippolais olivetorum"
"6259","Hypsicorypha gracilis"
"6260","Indigofera hochstetteri"
"6261","Lanistes ovum"
"6262","Ledermanniella tenuifolia"
"6263","Marcusenius cyprinoides"
"6264","Mastomys kollmannspergeri"
"6265","Melhania phillipsiae"
"6266","Mochlus mocquardi"
"6267","Mochokus brevis"
"6268","Myriopholis cairi"
"6269","Naja nubiae"
"6270","Nepheronia buquetii"
"6271","Neptis saclava"
"6272","Neptis saclava ssp. marpessa"
"6273","Nerium oleander"
"6274","Otonycteris hemprichii"
"6275","Paragomphus sinaiticus"
"6276","Phyllolais pulchella"
"6277","Psammophis aegyptius"
"6278","Pulicaria inuloides"
"6279","Rhynchosia totta"
"6280","Schilbe uranoscopus"
"6281","Schoenoplectus subulatus"
"6282","Segmentorbis angustus"
"6283","Spatula hottentota"
"6284","Taterillus lacustris"
"6285","Trapelus mutabilis"
"6286","Tropiocolotes steudneri"
"6287","Vanellus leucurus"
"6288","Veronica beccabunga"
"6289","Abantis paradisea"
"6290","Abisara rutherfordii"
"6291","Acalypha ornata"
"6292","Acanthixalus spinosus"
"6293","Acanthopale decempedalis"
"6294","Accipiter castanilius"
"6295","Achyranthes talbotii"
"6296","Acrocephalus dumetorum"
"6297","Acrocephalus gracilirostris"
"6298","Acrocephalus palustris"
"6299","Adenocarpus mannii"
"6300","Aeollanthus trifidus"
"6301","Aethiothemis bequaerti"
"6302","Aethomys stannarius"
"6303","Aframomum citratum"
"6304","Aframomum fragrans"
"6305","Aframomum glaucophyllum"
"6306","Aframomum kayserianum"
"6307","Aframomum makandense"
"6308","Aframomum pilosum"
"6309","Aframomum zambesiacum"
"6310","Afrixalus paradorsalis"
"6311","Afrixalus quadrivittatus"
"6312","Afroaeschna scotias"
"6313","Afrodryas leda"
"6314","Afrofittonia silvestris"
"6315","Afrothismia hydra"
"6316","Afrotyphlops congestus"
"6317","Afrotyphlops steinhausi"
"6318","Afzelia bipindensis"
"6319","Afzelia pachyloba"
"6320","Agama lebretoni"
"6321","Agarista salicifolia"
"6322","Agelastes niger"
"6323","Alestes macrophthalmus"
"6324","Alestopetersius smykalai"
"6325","Alethe castanea"
"6326","Allexis obanensis"
"6327","Allochrocebus preussi"
"6328","Allochrocebus preussi ssp. preussi"
"6329","Allocnemis nigripes"
"6330","Allocnemis vicki"
"6331","Allophylus bullatus"
"6332","Allophylus ferrugineus"
"6333","Allophylus grandifolius"
"6334","Allophylus ujori"
"6335","Amauris echeria"
"6336","Amnirana asperrima"
"6337","Ancistrochilus thomsonianus"
"6338","Ancistrocladus korupensis"
"6339","Andropogon pusillus"
"6340","Aneilema silvaticum"
"6341","Angraecum angustum"
"6342","Angraecum aporoides"
"6343","Angraecum egertonii"
"6344","Angraecum pungens"
"6345","Angylocalyx pynaertii"
"6346","Angylocalyx talbotii"
"6347","Anisophyllea obanica"
"6348","Anisophyllea purpurascens"
"6349","Annickia chlorantha"
"6350","Anthene definita"
"6351","Anthene definita ssp. definita"
"6352","Anthene dulcis"
"6353","Anthocleista scandens"
"6354","Anthropoides virgo"
"6355","Anubias gilletii"
"6356","Aoranthe cladantha"
"6357","Apalis cinerea"
"6358","Apalis jacksoni"
"6359","Apaloderma aequatoriale"
"6360","Apaloderma vittatum"
"6361","Aphanocalyx microphyllus"
"6362","Aphyosemion bivittatum"
"6363","Aphyosemion splendopleure"
"6364","Apus horus"
"6365","Apus sladeniae"
"6366","Arctocebus calabarensis"
"6367","Arizelocichla montana"
"6368","Arizelocichla tephrolaema"
"6369","Arnoldichthys spilopterus"
"6370","Arthroleptis palava"
"6371","Arthroleptis variabilis"
"6372","Ascolepis elata"
"6373","Aspidotis schimperi"
"6374","Assiminea hessei"
"6375","Astropanax mannii"
"6376","Astylosternus diadematus"
"6377","Astylosternus montanus"
"6378","Asystasia glandulifera"
"6379","Asystasia macrophylla"
"6380","Atherina lopeziana"
"6381","Atheris squamigera"
"6382","Atronanus fuliginosus"
"6383","Aulacocalyx caudata"
"6384","Autranella congolensis"
"6385","Bacopa monnieri"
"6386","Baeopogon clamans"
"6387","Bafutia tenuicaulis"
"6388","Baikia africana"
"6389","Baikiaea insignis"
"6390","Baillonella toxisperma"
"6391","Baphia eriocalyx"
"6392","Baphia latiloi"
"6393","Baphia laurifolia"
"6394","Baphia leptobotrys"
"6395","Baphia maxima"
"6396","Baphia obanensis"
"6397","Barleria bornuensis"
"6398","Bascanichthys paulensis"
"6399","Bathyblennius antholops"
"6400","Bauhinia purpurea"
"6401","Bdeogale nigripes"
"6402","Bebearia phantasiella"
"6403","Begonia oxyanthera"
"6404","Begonia preussii"
"6405","Begonia rubromarginata"
"6406","Begonia schaeferi"
"6407","Beilschmiedia myrciifolia"
"6408","Belenois theuszi"
"6409","Belenois zochalia"
"6410","Belonophora talbotii"
"6411","Berlinia auriculata"
"6412","Berlinia bracteosa"
"6413","Berlinia congolensis"
"6414","Berlinia coriacea"
"6415","Berlinia craibiana"
"6416","Berlinia hollandii"
"6417","Bicyclus smithi"
"6418","Bicyclus sweadneri"
"6419","Blechnum attenuatum"
"6420","Bleda notatus"
"6421","Brachiaria eruciformis"
"6422","Brachystegia eurycoma"
"6423","Brachystegia kennedyi"
"6424","Brachystegia nigerica"
"6425","Brachystelma exile"
"6426","Brachystelma omissum"
"6427","Brachystephanus longiflorus"
"6428","Bradornis fuliginosus"
"6429","Bradypterus bangwaensis"
"6430","Brienomyrus longianalis"
"6431","Brillantaisia lancifolia"
"6432","Brycinus intermedius"
"6433","Bryconaethiops quinquesquamae"
"6434","Bulbophyllum apertiflorum"
"6435","Bulbophyllum calvum"
"6436","Bulbophyllum comatum var. comatum"
"6437","Bulbophyllum dolabriforme"
"6438","Bulbophyllum filiforme"
"6439","Bulbophyllum nigericum"
"6440","Bulbophyllum porphyrostachys"
"6441","Bulbophyllum scaberulum var. fuerstenbergianum"
"6442","Bulbophyllum summerhayesianum"
"6443","Bulinus camerunensis"
"6444","Bycanistes sharpii"
"6445","Calandrella cinerea"
"6446","Caloncoba welwitschii"
"6447","Calpocalyx cauliflorus"
"6448","Calpocalyx dinklagei"
"6449","Camoensia brevicalyx"
"6450","Campephaga petiti"
"6451","Campethera tullbergi"
"6452","Camptostylus mannii"
"6453","Campylospermum calanthum"
"6454","Campylospermum densiflorum"
"6455","Campylospermum elongatum"
"6456","Campylospermum oliveri"
"6457","Canthidermis sufflamen"
"6458","Caprimulgus rufigena"
"6459","Cardiocondyla zoserka"
"6460","Cardioglossa gracilis"
"6461","Cardioglossa leucomystax"
"6462","Cardioglossa melanogaster"
"6463","Cardioglossa nigromaculata"
"6464","Cardioglossa pulchra"
"6465","Cardioglossa schioetzi"
"6466","Carduus nyassanus"
"6467","Carex petitiana"
"6468","Caridina gaesumi"
"6469","Casinycteris campomaanensis"
"6470","Cassine aethiopica"
"6471","Cassipourea eketensis"
"6472","Causus resimus"
"6473","Causus rhombeatus"
"6474","Ceblepyris caesius"
"6475","Cenchrus ramosus"
"6476","Cephalophus nigrifrons"
"6477","Cephalophus ogilbyi ssp. ogilbyi"
"6478","Ceratophyllum submersum"
"6479","Cerautola legeri"
"6480","Cercestis camerunensis"
"6481","Cercestis kamerunianus"
"6482","Cercopithecus erythrogaster ssp. pococki"
"6483","Cercopithecus erythrotis"
"6484","Cercopithecus erythrotis ssp. camerunensis"
"6485","Cercopithecus nictitans ssp. insolitus"
"6486","Cercopithecus nictitans ssp. ludio"
"6487","Cercopithecus pogonias ssp. pogonias"
"6488","Cercopithecus sclateri"
"6489","Cercotrichas hartlaubi"
"6490","Ceriagrion platystigma"
"6491","Chalcomitra rubescens"
"6492","Chamaecrista kirkii"
"6493","Charaxes catachrous"
"6494","Charaxes druceanus"
"6495","Chassalia laikomensis"
"6496","Chiloglanis benuensis"
"6497","Chiloglanis disneyi"
"6498","Chlorocypha cancellata"
"6499","Chlorocypha cyanifrons"
"6500","Chlorocypha fabamacula"
"6501","Chlorophoneus kupeensis"
"6502","Chlorophytum staudtii"
"6503","Chlorophytum subpetiolatum"
"6504","Chlorophytum tuberosum"
"6505","Chrysichthys aluuensis"
"6506","Cinnyris bouvieri"
"6507","Cinnyris reichenowi"
"6508","Circus ranivorus"
"6509","Cisticola anonymus"
"6510","Cisticola chubbi"
"6511","Cisticola robustus"
"6512","Cisticola ruficeps"
"6513","Clanga pomarina"
"6514","Clarias jaensis"
"6515","Cleistopholis staudtii"
"6516","Clerodendrum tomentellum"
"6517","Clutia kamerunica"
"6518","Clytospiza monteiri"
"6519","Cnemaspis gigas"
"6520","Cnemaspis koehleri"
"6521","Cnemaspis petrodroma"
"6522","Cnestis macrophylla"
"6523","Coffea mayombensis"
"6524","Cola altissima"
"6525","Cola argentea"
"6526","Cola ballayi"
"6527","Cola bodardii"
"6528","Cola brevipes"
"6529","Cola cauliflora"
"6530","Cola ficifolia"
"6531","Cola flaviflora"
"6532","Cola gigantea var. gigantea"
"6533","Cola gigas"
"6534","Cola glabra"
"6535","Cola hypochrysea"
"6536","Cola lateritia var. lateritia"
"6537","Cola lepidota"
"6538","Cola marsupium"
"6539","Cola megalophylla"
"6540","Cola nigerica"
"6541","Cola pachycarpa"
"6542","Cola philipi-jonesii"
"6543","Cola rostrata"
"6544","Cola semecarpophylla"
"6545","Colobus guereza"
"6546","Colobus guereza ssp. occidentalis"
"6547","Columba sjostedti"
"6548","Combretum bracteatum"
"6549","Commelina imberbis"
"6550","Conraua crassipes"
"6551","Conraua robusta"
"6552","Copaifera mildbraedii"
"6553","Copera congolensis"
"6554","Coprinus comatus"
"6555","Cordia aurantiaca"
"6556","Corynanthe johimbe"
"6557","Corynanthe macroceras"
"6558","Cossypha heuglini"
"6559","Cossypha natalensis"
"6560","Cossyphicula roberti"
"6561","Craibia simplex"
"6562","Crassocephalum bauchiense"
"6563","Crateranthus talbotii"
"6564","Craterispermum capitatum"
"6565","Craterispermum schweinfurthii"
"6566","Craterostigma newtonii"
"6567","Criniger chloronotus"
"6568","Criniger ndussumensis"
"6569","Crithagra burtoni"
"6570","Crocidura attila"
"6571","Crocidura longipes"
"6572","Crocidura nigeriae"
"6573","Crocidura parvipes"
"6574","Crocidura planiceps"
"6575","Crocidura virgata"
"6576","Crocidura yankariensis"
"6577","Crossandra obanensis"
"6578","Crossandrella dusenii"
"6579","Crotalaria bamendae"
"6580","Crotalaria lanceolata"
"6581","Crotalaria ledermannii"
"6582","Crotonogyne strigosa"
"6583","Cryptosepalum diphyllum"
"6584","Cryptosepalum pellegrinianum"
"6585","Cryptospiza reichenovii"
"6586","Ctenolophon englerianus"
"6587","Ctenopoma nebulosum"
"6588","Ctenopoma ocellatum"
"6589","Culcasia sapinii"
"6590","Curruca mystacea"
"6591","Cuviera calycosa"
"6592","Cuviera talbotii"
"6593","Cyanomitra oritis"
"6594","Cymothoe consanguis"
"6595","Cymothoe zenkeri"
"6596","Cynisca gansi"
"6597","Cynisca kigomensis"
"6598","Cynisca nigeriensis"
"6599","Cynometra hankei"
"6600","Cynometra mannii"
"6601","Cyperus albiceps"
